Date,Open,High,Low,Close,Adj Close,Volume
2017-09-06,103300.000000,104500.000000,102900.000000,104400.000000,104105.367188,20244
2017-09-07,106700.000000,108100.000000,106400.000000,107500.000000,107196.617188,18851
2017-09-08,108400.000000,109400.000000,108400.000000,108500.000000,108193.796875,18506
2017-09-11,110300.000000,112000.000000,110300.000000,111000.000000,110686.742188,31818
2017-09-12,110300.000000,110500.000000,109500.000000,109500.000000,109190.976563,14685
2017-09-13,110200.000000,110500.000000,109600.000000,110400.000000,110088.429688,19011
2017-09-14,111200.000000,111500.000000,110497.000000,111100.000000,110786.460938,11352
2017-09-15,112000.000000,112000.000000,109600.000000,109600.000000,109290.687500,40970
2017-09-18,115400.000000,115900.000000,114800.000000,115300.000000,114974.601563,33972
2017-09-19,115600.000000,116200.000000,115300.000000,116100.000000,115772.343750,20832
2017-09-20,116100.000000,116500.000000,115500.000000,116500.000000,116171.218750,15607
2017-09-21,116700.000000,116700.000000,115400.000000,115800.000000,115473.195313,17851
2017-09-22,116500.000000,116600.000000,116000.000000,116500.000000,116171.218750,10489
2017-09-25,118100.000000,119500.000000,118000.000000,119400.000000,119063.031250,40751
2017-09-26,113700.000000,119000.000000,113300.000000,114500.000000,114176.859375,44402
2017-09-27,113700.000000,114000.000000,112700.000000,112900.000000,112581.375000,23822
2017-09-28,111700.000000,112200.000000,110100.000000,111100.000000,111100.000000,26313
2017-09-29,111700.000000,114300.000000,111700.000000,113200.000000,113200.000000,18729
2017-10-02,114700.000000,115500.000000,113200.000000,115300.000000,115300.000000,37265
2017-10-03,115300.000000,115900.000000,115000.000000,115600.000000,115600.000000,16059
2017-10-04,116200.000000,116800.000000,115700.000000,116000.000000,116000.000000,24308
2017-10-05,116400.000000,116400.000000,115400.000000,116100.000000,116100.000000,7872
2017-10-06,116000.000000,116600.000000,115600.000000,116100.000000,116100.000000,25017
2017-10-09,116000.000000,116100.000000,115000.000000,115500.000000,115500.000000,23574
2017-10-10,117300.000000,117900.000000,116800.000000,117800.000000,117800.000000,25632
2017-10-11,120300.000000,121200.000000,119600.000000,120300.000000,120300.000000,27889
2017-10-12,121700.000000,122400.000000,120800.000000,121100.000000,121100.000000,23277
2017-10-13,120200.000000,120500.000000,118900.000000,118900.000000,118900.000000,25213
2017-10-16,119900.000000,120300.000000,119300.000000,119800.000000,119800.000000,17856
2017-10-17,120800.000000,121800.000000,120200.000000,121500.000000,121500.000000,25021
2017-10-18,121100.000000,121500.000000,120500.000000,121500.000000,121500.000000,26613
2017-10-19,117900.000000,121500.000000,116000.000000,116700.000000,116700.000000,43333
2017-10-20,119500.000000,119600.000000,118208.000000,118500.000000,118500.000000,30872
2017-10-23,120400.000000,120500.000000,118500.000000,119400.000000,119400.000000,25512
2017-10-24,120000.000000,120000.000000,119400.000000,119700.000000,119700.000000,12281
2017-10-25,119700.000000,120548.000000,119400.000000,119600.000000,119600.000000,14391
2017-10-26,117100.000000,120062.000000,116300.000000,117600.000000,117600.000000,18203
2017-10-27,116900.000000,118600.000000,116900.000000,118400.000000,118400.000000,21551
2017-10-30,120400.000000,121300.000000,119700.000000,120700.000000,120700.000000,16609
2017-10-31,123800.000000,124900.000000,123300.000000,123300.000000,123300.000000,21616
2017-11-01,128800.000000,129100.000000,128000.000000,128200.000000,128200.000000,20848
2017-11-02,128500.000000,128500.000000,127100.000000,127300.000000,127300.000000,25072
2017-11-03,127000.000000,127200.000000,125200.000000,125200.000000,125200.000000,27820
2017-11-06,126300.000000,127300.000000,126000.000000,127300.000000,127300.000000,22106
2017-11-07,126700.000000,126700.000000,124700.000000,124700.000000,124700.000000,20422
2017-11-08,127400.000000,127600.000000,126200.000000,126200.000000,126200.000000,30912
2017-11-09,125700.000000,126995.000000,124200.000000,124400.000000,124400.000000,30046
2017-11-10,125600.000000,126200.000000,124300.000000,124800.000000,124800.000000,33012
2017-11-13,125700.000000,125700.000000,124500.000000,124700.000000,124700.000000,15220
2017-11-14,124200.000000,125800.000000,124200.000000,124500.000000,124500.000000,17123
2017-11-15,124600.000000,126862.000000,123600.000000,123700.000000,123700.000000,17614
2017-11-16,125500.000000,128000.000000,124600.000000,127600.000000,127600.000000,20733
2017-11-17,127400.000000,128577.000000,126600.000000,127800.000000,127800.000000,18174
2017-11-20,125400.000000,126300.000000,125000.000000,126300.000000,126300.000000,21657
2017-11-21,126500.000000,128200.000000,126200.000000,127900.000000,127900.000000,28353
2017-11-22,129200.000000,129200.000000,128500.000000,128700.000000,128700.000000,17751
2017-11-23,127200.000000,128000.000000,127100.000000,127600.000000,127600.000000,13770
2017-11-24,128200.000000,128300.000000,127400.000000,128300.000000,128300.000000,13610
2017-11-27,121100.000000,121900.000000,120600.000000,121700.000000,121700.000000,38162
2017-11-28,123500.000000,124100.000000,122800.000000,122800.000000,122800.000000,27156
2017-11-29,121900.000000,122500.000000,119600.000000,119600.000000,119600.000000,47476
2017-11-30,117000.000000,117700.000000,116500.000000,117500.000000,117500.000000,56892
2017-12-01,117700.000000,117700.000000,116100.000000,117100.000000,117100.000000,33164
2017-12-04,118500.000000,118500.000000,116100.000000,116500.000000,116500.000000,33396
2017-12-05,117900.000000,118400.000000,116800.000000,118400.000000,118400.000000,22455
2017-12-06,114700.000000,115200.000000,112800.000000,115100.000000,115100.000000,23665
2017-12-07,115100.000000,117800.000000,115100.000000,116600.000000,116600.000000,27734
2017-12-08,119300.000000,119300.000000,118600.000000,118600.000000,118600.000000,23348
2017-12-11,118800.000000,119900.000000,118100.000000,119900.000000,119900.000000,19119
2017-12-12,119800.000000,120000.000000,119300.000000,119400.000000,119400.000000,14807
2017-12-13,118000.000000,118500.000000,117400.000000,118038.000000,118038.000000,23444
2017-12-14,117600.000000,118500.000000,116800.000000,117600.000000,117600.000000,26282
2017-12-15,115600.000000,115900.000000,114700.000000,114700.000000,114700.000000,53970
2017-12-18,117700.000000,117700.000000,116800.000000,116800.000000,116800.000000,16645
2017-12-19,118900.000000,119300.000000,117000.000000,117300.000000,117300.000000,30037
2017-12-20,117500.000000,117700.000000,116500.000000,116600.000000,116600.000000,28396
2017-12-21,113600.000000,114800.000000,113100.000000,114800.000000,114800.000000,22637
2017-12-22,115900.000000,115900.000000,115100.000000,115800.000000,115800.000000,6285
2017-12-27,114300.000000,116200.000000,114300.000000,116000.000000,116000.000000,10585
2017-12-28,119000.000000,119800.000000,118000.000000,118000.000000,118000.000000,15235
2017-12-29,118500.000000,119900.000000,118200.000000,119800.000000,119800.000000,6398
2018-01-02,120000.000000,121500.000000,119300.000000,121000.000000,121000.000000,14231
2018-01-03,122100.000000,123200.000000,121100.000000,122300.000000,122300.000000,27832
2018-01-04,119900.000000,121200.000000,119900.000000,120800.000000,120800.000000,13906
2018-01-05,123300.000000,123500.000000,122200.000000,123500.000000,123500.000000,18199
2018-01-08,122300.000000,122300.000000,121600.000000,121800.000000,121800.000000,17263
2018-01-09,118500.000000,119700.000000,118300.000000,118900.000000,118900.000000,30619
2018-01-10,114400.000000,115000.000000,113800.000000,113800.000000,113800.000000,51516
2018-01-11,113100.000000,114000.000000,112700.000000,113200.000000,113200.000000,29627
2018-01-12,113700.000000,114300.000000,113200.000000,114000.000000,114000.000000,36437
2018-01-15,114700.000000,115200.000000,114300.000000,114900.000000,114900.000000,19168
2018-01-16,118200.000000,118800.000000,117800.000000,118200.000000,118200.000000,28415
2018-01-17,116200.000000,116800.000000,116200.000000,116500.000000,116500.000000,18323
2018-01-18,117100.000000,117900.000000,116800.000000,117500.000000,117500.000000,22279
2018-01-19,115900.000000,115900.000000,114700.000000,114800.000000,114800.000000,25287
2018-01-22,113400.000000,113400.000000,112500.000000,113200.000000,113200.000000,21163
2018-01-23,115100.000000,115500.000000,114100.000000,115400.000000,115400.000000,25893
2018-01-24,115700.000000,118300.000000,115600.000000,117800.000000,117800.000000,32571
2018-01-25,118700.000000,119600.000000,118300.000000,118500.000000,118500.000000,15658
2018-01-26,119100.000000,119800.000000,118700.000000,118900.000000,118900.000000,17003
2018-01-29,120400.000000,120400.000000,118500.000000,119400.000000,119400.000000,19169
2018-01-30,116000.000000,116100.000000,112300.000000,113600.000000,113600.000000,41121
2018-01-31,null,null,null,null,null,null
2018-02-01,null,null,null,null,null,null
2018-02-02,null,null,null,null,null,null
2018-02-05,null,null,null,null,null,null
2018-02-06,null,null,null,null,null,null
2018-02-07,null,null,null,null,null,null
2018-02-08,null,null,null,null,null,null
2018-02-09,null,null,null,null,null,null
2018-02-12,null,null,null,null,null,null
2018-02-13,null,null,null,null,null,null
2018-02-14,null,null,null,null,null,null
2018-02-15,null,null,null,null,null,null
2018-02-16,null,null,null,null,null,null
2018-02-19,null,null,null,null,null,null
2018-02-20,null,null,null,null,null,null
2018-02-21,null,null,null,null,null,null
2018-02-22,null,null,null,null,null,null
2018-02-23,null,null,null,null,null,null
2018-02-26,null,null,null,null,null,null
2018-02-27,null,null,null,null,null,null
2018-02-28,null,null,null,null,null,null
2018-03-01,null,null,null,null,null,null
2018-03-02,null,null,null,null,null,null
2018-03-05,null,null,null,null,null,null
2018-03-06,null,null,null,null,null,null
2018-03-07,null,null,null,null,null,null
2018-03-08,null,null,null,null,null,null
2018-03-09,null,null,null,null,null,null
2018-03-12,null,null,null,null,null,null
2018-03-13,null,null,null,null,null,null
2018-03-14,null,null,null,null,null,null
2018-03-15,null,null,null,null,null,null
2018-03-16,null,null,null,null,null,null
2018-03-19,null,null,null,null,null,null
2018-03-20,null,null,null,null,null,null
2018-03-21,null,null,null,null,null,null
2018-03-22,null,null,null,null,null,null
2018-03-23,null,null,null,null,null,null
2018-03-26,null,null,null,null,null,null
2018-03-27,null,null,null,null,null,null
2018-03-28,null,null,null,null,null,null
2018-03-29,null,null,null,null,null,null
2018-04-03,null,null,null,null,null,null
2018-04-04,null,null,null,null,null,null
2018-04-05,null,null,null,null,null,null
2018-04-06,null,null,null,null,null,null
2018-04-09,null,null,null,null,null,null
2018-04-10,null,null,null,null,null,null
2018-04-11,null,null,null,null,null,null
2018-04-12,null,null,null,null,null,null
2018-04-13,null,null,null,null,null,null
2018-04-16,null,null,null,null,null,null
2018-04-17,null,null,null,null,null,null
2018-04-18,null,null,null,null,null,null
2018-04-19,null,null,null,null,null,null
2018-04-20,null,null,null,null,null,null
2018-04-23,null,null,null,null,null,null
2018-04-24,null,null,null,null,null,null
2018-04-25,null,null,null,null,null,null
2018-04-26,null,null,null,null,null,null
2018-04-27,null,null,null,null,null,null
2018-04-30,null,null,null,null,null,null
2018-05-01,null,null,null,null,null,null
2018-05-02,null,null,null,null,null,null
2018-05-03,null,null,null,null,null,null
2018-05-04,null,null,null,null,null,null
2018-05-08,null,null,null,null,null,null
2018-05-09,null,null,null,null,null,null
2018-05-10,null,null,null,null,null,null
2018-05-11,null,null,null,null,null,null
2018-05-14,null,null,null,null,null,null
2018-05-15,null,null,null,null,null,null
2018-05-16,null,null,null,null,null,null
2018-05-17,null,null,null,null,null,null
2018-05-18,null,null,null,null,null,null
2018-05-21,null,null,null,null,null,null
2018-05-22,null,null,null,null,null,null
2018-05-23,null,null,null,null,null,null
2018-05-24,null,null,null,null,null,null
2018-05-25,null,null,null,null,null,null
2018-05-29,null,null,null,null,null,null
2018-05-30,null,null,null,null,null,null
2018-05-31,null,null,null,null,null,null
2018-06-01,null,null,null,null,null,null
2018-06-04,null,null,null,null,null,null
2018-06-05,null,null,null,null,null,null
2018-06-06,null,null,null,null,null,null
2018-06-07,null,null,null,null,null,null
2018-06-08,null,null,null,null,null,null
2018-06-11,null,null,null,null,null,null
2018-06-12,null,null,null,null,null,null
2018-06-13,null,null,null,null,null,null
2018-06-14,null,null,null,null,null,null
2018-06-15,null,null,null,null,null,null
2018-06-18,null,null,null,null,null,null
2018-06-19,null,null,null,null,null,null
2018-06-20,null,null,null,null,null,null
2018-06-21,null,null,null,null,null,null
2018-06-22,null,null,null,null,null,null
2018-06-25,null,null,null,null,null,null
2018-06-26,null,null,null,null,null,null
2018-06-27,null,null,null,null,null,null
2018-06-28,null,null,null,null,null,null
2018-06-29,null,null,null,null,null,null
2018-07-02,null,null,null,null,null,null
2018-07-03,null,null,null,null,null,null
2018-07-04,null,null,null,null,null,null
2018-07-05,null,null,null,null,null,null
2018-07-06,null,null,null,null,null,null
2018-07-09,null,null,null,null,null,null
2018-07-10,null,null,null,null,null,null
2018-07-11,null,null,null,null,null,null
2018-07-12,null,null,null,null,null,null
2018-07-13,null,null,null,null,null,null
2018-07-16,null,null,null,null,null,null
2018-07-17,null,null,null,null,null,null
2018-07-18,null,null,null,null,null,null
2018-07-19,null,null,null,null,null,null
2018-07-20,null,null,null,null,null,null
2018-07-23,null,null,null,null,null,null
2018-07-24,null,null,null,null,null,null
2018-07-25,null,null,null,null,null,null
2018-07-26,null,null,null,null,null,null
2018-07-27,null,null,null,null,null,null
2018-07-30,null,null,null,null,null,null
2018-07-31,null,null,null,null,null,null
2018-08-01,null,null,null,null,null,null
2018-08-02,null,null,null,null,null,null
2018-08-03,null,null,null,null,null,null
2018-08-06,null,null,null,null,null,null
2018-08-07,null,null,null,null,null,null
2018-08-08,null,null,null,null,null,null
2018-08-09,null,null,null,null,null,null
2018-08-10,null,null,null,null,null,null
2018-08-13,null,null,null,null,null,null
2018-08-14,null,null,null,null,null,null
2018-08-15,null,null,null,null,null,null
2018-08-16,null,null,null,null,null,null
2018-08-17,null,null,null,null,null,null
2018-08-20,null,null,null,null,null,null
2018-08-21,null,null,null,null,null,null
2018-08-22,null,null,null,null,null,null
2018-08-23,null,null,null,null,null,null
2018-08-24,null,null,null,null,null,null
2018-08-28,null,null,null,null,null,null
2018-08-29,null,null,null,null,null,null
2018-08-30,null,null,null,null,null,null
2018-08-31,null,null,null,null,null,null
2018-09-03,null,null,null,null,null,null
2018-09-04,null,null,null,null,null,null
2018-09-05,null,null,null,null,null,null
2018-09-06,null,null,null,null,null,null
2018-09-07,null,null,null,null,null,null
2018-09-10,null,null,null,null,null,null
2018-09-11,null,null,null,null,null,null
2018-09-12,null,null,null,null,null,null
2018-09-13,null,null,null,null,null,null
2018-09-14,null,null,null,null,null,null
2018-09-17,null,null,null,null,null,null
2018-09-18,null,null,null,null,null,null
2018-09-19,null,null,null,null,null,null
2018-09-20,null,null,null,null,null,null
2018-09-21,null,null,null,null,null,null
2018-09-24,null,null,null,null,null,null
2018-09-25,null,null,null,null,null,null
2018-09-26,null,null,null,null,null,null
2018-09-27,null,null,null,null,null,null
2018-09-28,null,null,null,null,null,null
2018-10-01,null,null,null,null,null,null
2018-10-02,null,null,null,null,null,null
2018-10-03,null,null,null,null,null,null
2018-10-04,null,null,null,null,null,null
2018-10-05,null,null,null,null,null,null
2018-10-08,null,null,null,null,null,null
2018-10-09,null,null,null,null,null,null
2018-10-10,null,null,null,null,null,null
2018-10-11,null,null,null,null,null,null
2018-10-12,null,null,null,null,null,null
2018-10-15,null,null,null,null,null,null
2018-10-16,null,null,null,null,null,null
2018-10-17,null,null,null,null,null,null
2018-10-18,null,null,null,null,null,null
2018-10-19,null,null,null,null,null,null
2018-10-22,null,null,null,null,null,null
2018-10-23,null,null,null,null,null,null
2018-10-24,null,null,null,null,null,null
2018-10-25,null,null,null,null,null,null
2018-10-26,null,null,null,null,null,null
2018-10-29,null,null,null,null,null,null
2018-10-30,null,null,null,null,null,null
2018-10-31,null,null,null,null,null,null
2018-11-01,null,null,null,null,null,null
2018-11-02,null,null,null,null,null,null
2018-11-05,null,null,null,null,null,null
2018-11-06,null,null,null,null,null,null
2018-11-07,null,null,null,null,null,null
2018-11-08,null,null,null,null,null,null
2018-11-09,null,null,null,null,null,null
2018-11-12,null,null,null,null,null,null
2018-11-13,null,null,null,null,null,null
2018-11-14,null,null,null,null,null,null
2018-11-15,null,null,null,null,null,null
2018-11-16,null,null,null,null,null,null
2018-11-19,null,null,null,null,null,null
2018-11-20,null,null,null,null,null,null
2018-11-21,null,null,null,null,null,null
2018-11-22,null,null,null,null,null,null
2018-11-23,null,null,null,null,null,null
2018-11-26,null,null,null,null,null,null
2018-11-27,null,null,null,null,null,null
2018-11-28,null,null,null,null,null,null
2018-11-29,null,null,null,null,null,null
2018-11-30,null,null,null,null,null,null
2018-12-03,null,null,null,null,null,null
2018-12-04,null,null,null,null,null,null
2018-12-05,null,null,null,null,null,null
2018-12-06,null,null,null,null,null,null
2018-12-07,null,null,null,null,null,null
2018-12-10,null,null,null,null,null,null
2018-12-11,null,null,null,null,null,null
2018-12-12,null,null,null,null,null,null
2018-12-13,null,null,null,null,null,null
2018-12-14,null,null,null,null,null,null
2018-12-17,null,null,null,null,null,null
2018-12-18,null,null,null,null,null,null
2018-12-19,null,null,null,null,null,null
2018-12-20,null,null,null,null,null,null
2018-12-21,null,null,null,null,null,null
2018-12-24,null,null,null,null,null,null
2018-12-27,null,null,null,null,null,null
2018-12-28,null,null,null,null,null,null
2018-12-31,null,null,null,null,null,null
2019-01-02,null,null,null,null,null,null
2019-01-03,null,null,null,null,null,null
2019-01-04,null,null,null,null,null,null
2019-01-07,null,null,null,null,null,null
2019-01-08,null,null,null,null,null,null
2019-01-09,null,null,null,null,null,null
2019-01-10,null,null,null,null,null,null
2019-01-11,null,null,null,null,null,null
2019-01-14,null,null,null,null,null,null
2019-01-15,null,null,null,null,null,null
2019-01-16,null,null,null,null,null,null
2019-01-17,null,null,null,null,null,null
2019-01-18,null,null,null,null,null,null
2019-01-21,null,null,null,null,null,null
2019-01-22,null,null,null,null,null,null
2019-01-23,null,null,null,null,null,null
2019-01-24,null,null,null,null,null,null
2019-01-25,null,null,null,null,null,null
2019-01-28,null,null,null,null,null,null
2019-01-29,null,null,null,null,null,null
2019-01-30,null,null,null,null,null,null
2019-01-31,null,null,null,null,null,null
2019-02-01,null,null,null,null,null,null
2019-02-04,null,null,null,null,null,null
2019-02-05,null,null,null,null,null,null
2019-02-06,null,null,null,null,null,null
2019-02-07,null,null,null,null,null,null
2019-02-08,null,null,null,null,null,null
2019-02-11,null,null,null,null,null,null
2019-02-12,null,null,null,null,null,null
2019-02-13,null,null,null,null,null,null
2019-02-14,null,null,null,null,null,null
2019-02-15,null,null,null,null,null,null
2019-02-18,null,null,null,null,null,null
2019-02-19,null,null,null,null,null,null
2019-02-20,null,null,null,null,null,null
2019-02-21,null,null,null,null,null,null
2019-02-22,null,null,null,null,null,null
2019-02-25,null,null,null,null,null,null
2019-02-26,null,null,null,null,null,null
2019-02-27,null,null,null,null,null,null
2019-02-28,null,null,null,null,null,null
2019-03-01,null,null,null,null,null,null
2019-03-04,null,null,null,null,null,null
2019-03-05,null,null,null,null,null,null
2019-03-06,null,null,null,null,null,null
2019-03-07,null,null,null,null,null,null
2019-03-08,null,null,null,null,null,null
2019-03-11,null,null,null,null,null,null
2019-03-12,null,null,null,null,null,null
2019-03-13,null,null,null,null,null,null
2019-03-14,null,null,null,null,null,null
2019-03-15,null,null,null,null,null,null
2019-03-18,null,null,null,null,null,null
2019-03-19,null,null,null,null,null,null
2019-03-20,null,null,null,null,null,null
2019-03-21,null,null,null,null,null,null
2019-03-22,null,null,null,null,null,null
2019-03-25,null,null,null,null,null,null
2019-03-26,null,null,null,null,null,null
2019-03-27,null,null,null,null,null,null
2019-03-28,null,null,null,null,null,null
2019-03-29,null,null,null,null,null,null
2019-04-01,null,null,null,null,null,null
2019-04-02,null,null,null,null,null,null
2019-04-03,null,null,null,null,null,null
2019-04-04,null,null,null,null,null,null
2019-04-05,null,null,null,null,null,null
2019-04-08,null,null,null,null,null,null
2019-04-09,null,null,null,null,null,null
2019-04-10,null,null,null,null,null,null
2019-04-11,null,null,null,null,null,null
2019-04-12,null,null,null,null,null,null
2019-04-15,null,null,null,null,null,null
2019-04-16,null,null,null,null,null,null
2019-04-17,null,null,null,null,null,null
2019-04-18,null,null,null,null,null,null
2019-04-23,null,null,null,null,null,null
2019-04-24,null,null,null,null,null,null
2019-04-25,null,null,null,null,null,null
2019-04-26,null,null,null,null,null,null
2019-04-29,null,null,null,null,null,null
2019-04-30,null,null,null,null,null,null
2019-05-01,null,null,null,null,null,null
2019-05-02,null,null,null,null,null,null
2019-05-03,null,null,null,null,null,null
2019-05-07,null,null,null,null,null,null
2019-05-08,null,null,null,null,null,null
2019-05-09,null,null,null,null,null,null
2019-05-10,null,null,null,null,null,null
2019-05-13,null,null,null,null,null,null
2019-05-14,null,null,null,null,null,null
2019-05-15,null,null,null,null,null,null
2019-05-16,null,null,null,null,null,null
2019-05-17,null,null,null,null,null,null
2019-05-20,null,null,null,null,null,null
2019-05-21,null,null,null,null,null,null
2019-05-22,null,null,null,null,null,null
2019-05-23,null,null,null,null,null,null
2019-05-24,null,null,null,null,null,null
2019-05-28,null,null,null,null,null,null
2019-05-29,null,null,null,null,null,null
2019-05-30,null,null,null,null,null,null
2019-05-31,null,null,null,null,null,null
2019-06-03,null,null,null,null,null,null
2019-06-04,null,null,null,null,null,null
2019-06-05,null,null,null,null,null,null
2019-06-06,null,null,null,null,null,null
2019-06-07,null,null,null,null,null,null
2019-06-10,null,null,null,null,null,null
2019-06-11,null,null,null,null,null,null
2019-06-12,null,null,null,null,null,null
2019-06-13,null,null,null,null,null,null
2019-06-14,null,null,null,null,null,null
2019-06-17,null,null,null,null,null,null
2019-06-18,null,null,null,null,null,null
2019-06-19,null,null,null,null,null,null
2019-06-20,null,null,null,null,null,null
2019-06-21,null,null,null,null,null,null
2019-06-24,null,null,null,null,null,null
2019-06-25,null,null,null,null,null,null
2019-06-26,null,null,null,null,null,null
2019-06-27,null,null,null,null,null,null
2019-06-28,null,null,null,null,null,null
2019-07-01,null,null,null,null,null,null
2019-07-02,null,null,null,null,null,null
2019-07-03,null,null,null,null,null,null
2019-07-04,null,null,null,null,null,null
2019-07-05,null,null,null,null,null,null
2019-07-08,null,null,null,null,null,null
2019-07-09,null,null,null,null,null,null
2019-07-10,null,null,null,null,null,null
2019-07-11,null,null,null,null,null,null
2019-07-12,null,null,null,null,null,null
2019-07-15,null,null,null,null,null,null
2019-07-16,null,null,null,null,null,null
2019-07-17,null,null,null,null,null,null
2019-07-18,null,null,null,null,null,null
2019-07-19,null,null,null,null,null,null
2019-07-22,null,null,null,null,null,null
2019-07-23,null,null,null,null,null,null
2019-07-24,null,null,null,null,null,null
2019-07-25,null,null,null,null,null,null
2019-07-26,null,null,null,null,null,null
2019-07-29,null,null,null,null,null,null
2019-07-30,null,null,null,null,null,null
2019-07-31,null,null,null,null,null,null
2019-08-01,null,null,null,null,null,null
2019-08-02,null,null,null,null,null,null
2019-08-05,null,null,null,null,null,null
2019-08-06,null,null,null,null,null,null
2019-08-07,null,null,null,null,null,null
2019-08-08,null,null,null,null,null,null
2019-08-09,null,null,null,null,null,null
2019-08-12,null,null,null,null,null,null
2019-08-13,null,null,null,null,null,null
2019-08-14,null,null,null,null,null,null
2019-08-15,null,null,null,null,null,null
2019-08-16,null,null,null,null,null,null
2019-08-19,null,null,null,null,null,null
2019-08-20,null,null,null,null,null,null
2019-08-21,null,null,null,null,null,null
2019-08-22,null,null,null,null,null,null
2019-08-23,null,null,null,null,null,null
2019-08-27,null,null,null,null,null,null
2019-08-28,null,null,null,null,null,null
2019-08-29,null,null,null,null,null,null
2019-08-30,null,null,null,null,null,null
2019-09-02,null,null,null,null,null,null
2019-09-03,null,null,null,null,null,null
2019-09-04,null,null,null,null,null,null
2019-09-05,null,null,null,null,null,null
2019-09-06,null,null,null,null,null,null
2019-09-09,null,null,null,null,null,null
2019-09-10,null,null,null,null,null,null
2019-09-11,null,null,null,null,null,null
2019-09-12,null,null,null,null,null,null
2019-09-13,null,null,null,null,null,null
2019-09-16,null,null,null,null,null,null
2019-09-17,null,null,null,null,null,null
2019-09-18,null,null,null,null,null,null
2019-09-19,null,null,null,null,null,null
2019-09-20,null,null,null,null,null,null
2019-09-23,null,null,null,null,null,null
2019-09-24,null,null,null,null,null,null
2019-09-25,null,null,null,null,null,null
2019-09-26,null,null,null,null,null,null
2019-09-27,null,null,null,null,null,null
2019-09-30,null,null,null,null,null,null
2019-10-01,null,null,null,null,null,null
2019-10-02,null,null,null,null,null,null
2019-10-03,null,null,null,null,null,null
2019-10-04,null,null,null,null,null,null
2019-10-07,null,null,null,null,null,null
2019-10-08,null,null,null,null,null,null
2019-10-09,null,null,null,null,null,null
2019-10-10,null,null,null,null,null,null
2019-10-11,null,null,null,null,null,null
2019-10-14,null,null,null,null,null,null
2019-10-15,null,null,null,null,null,null
2019-10-16,null,null,null,null,null,null
2019-10-17,null,null,null,null,null,null
2019-10-18,null,null,null,null,null,null
2019-10-21,null,null,null,null,null,null
2019-10-22,null,null,null,null,null,null
2019-10-23,null,null,null,null,null,null
2019-10-24,null,null,null,null,null,null
2019-10-25,null,null,null,null,null,null
2019-10-28,null,null,null,null,null,null
2019-10-29,null,null,null,null,null,null
2019-10-30,null,null,null,null,null,null
2019-10-31,null,null,null,null,null,null
2019-11-01,null,null,null,null,null,null
2019-11-04,null,null,null,null,null,null
2019-11-05,null,null,null,null,null,null
2019-11-06,null,null,null,null,null,null
2019-11-07,null,null,null,null,null,null
2019-11-08,null,null,null,null,null,null
2019-11-11,null,null,null,null,null,null
2019-11-12,null,null,null,null,null,null
2019-11-13,null,null,null,null,null,null
2019-11-14,null,null,null,null,null,null
2019-11-15,null,null,null,null,null,null
2019-11-18,null,null,null,null,null,null
2019-11-19,null,null,null,null,null,null
2019-11-20,null,null,null,null,null,null
2019-11-21,null,null,null,null,null,null
2019-11-22,null,null,null,null,null,null
2019-11-25,null,null,null,null,null,null
2019-11-26,null,null,null,null,null,null
2019-11-27,null,null,null,null,null,null
2019-11-28,null,null,null,null,null,null
2019-11-29,null,null,null,null,null,null
2019-12-02,null,null,null,null,null,null
2019-12-03,null,null,null,null,null,null
2019-12-04,null,null,null,null,null,null
2019-12-05,null,null,null,null,null,null
2019-12-06,null,null,null,null,null,null
2019-12-09,null,null,null,null,null,null
2019-12-10,null,null,null,null,null,null
2019-12-11,null,null,null,null,null,null
2019-12-12,null,null,null,null,null,null
2019-12-13,null,null,null,null,null,null
2019-12-16,null,null,null,null,null,null
2019-12-17,null,null,null,null,null,null
2019-12-18,null,null,null,null,null,null
2019-12-19,null,null,null,null,null,null
2019-12-20,null,null,null,null,null,null
2019-12-23,null,null,null,null,null,null
2019-12-24,null,null,null,null,null,null
2019-12-27,null,null,null,null,null,null
2019-12-30,null,null,null,null,null,null
2019-12-31,null,null,null,null,null,null
2020-01-02,null,null,null,null,null,null
2020-01-03,null,null,null,null,null,null
2020-01-06,null,null,null,null,null,null
2020-01-07,null,null,null,null,null,null
2020-01-08,null,null,null,null,null,null
2020-01-09,null,null,null,null,null,null
2020-01-10,null,null,null,null,null,null
2020-01-13,null,null,null,null,null,null
2020-01-14,null,null,null,null,null,null
2020-01-15,null,null,null,null,null,null
2020-01-16,null,null,null,null,null,null
2020-01-17,null,null,null,null,null,null
2020-01-20,null,null,null,null,null,null
2020-01-21,null,null,null,null,null,null
2020-01-22,null,null,null,null,null,null
2020-01-23,null,null,null,null,null,null
2020-01-24,null,null,null,null,null,null
2020-01-27,null,null,null,null,null,null
2020-01-28,null,null,null,null,null,null
2020-01-29,null,null,null,null,null,null
2020-01-30,null,null,null,null,null,null
2020-01-31,null,null,null,null,null,null
2020-02-03,null,null,null,null,null,null
2020-02-04,null,null,null,null,null,null
2020-02-05,null,null,null,null,null,null
2020-02-06,null,null,null,null,null,null
2020-02-07,null,null,null,null,null,null
2020-02-10,null,null,null,null,null,null
2020-02-11,null,null,null,null,null,null
2020-02-12,null,null,null,null,null,null
2020-02-13,null,null,null,null,null,null
2020-02-14,null,null,null,null,null,null
2020-02-17,null,null,null,null,null,null
2020-02-18,null,null,null,null,null,null
2020-02-19,null,null,null,null,null,null
